Year	Gear	State	Lenbin	Prop.numbers
2008	NON TRAWL	OR	32	0.500697727
2008	NON TRAWL	OR	34	0.462473629
2008	NON TRAWL	OR	36	0.77480447
2008	NON TRAWL	OR	38	0.460800122
2008	NON TRAWL	OR	40	0.36719112
2008	NON TRAWL	OR	42	0.69382879
2008	NON TRAWL	OR	44	0.235338831
2008	NON TRAWL	OR	46	0.167178674
2008	NON TRAWL	OR	48	0.036157682
2008	NON TRAWL	OR	50	0.139983014
2008	NON TRAWL	OR	52	0.026851558
2008	NON TRAWL	OR	54	0.277696302
2008	NON TRAWL	OR	56	0.038502299
2008	NON TRAWL	OR	58	0.817309555
2008	NON TRAWL	OR	60	0.262582582
2008	NON TRAWL	OR	62	0.846117992
2008	NON TRAWL	OR	64	0.288292336
2008	NON TRAWL	OR	66	0.413854986
2009	NON TRAWL	OR	12	0.187448857
2009	NON TRAWL	OR	14	0.625484725
2009	NON TRAWL	OR	16	0.889450443
2009	NON TRAWL	OR	18	0.122816799
2009	NON TRAWL	OR	20	0.589572279
2009	NON TRAWL	OR	22	0.814975759
2009	NON TRAWL	OR	24	0.781028569
2009	NON TRAWL	OR	26	0.808735664
2009	NON TRAWL	OR	28	0.226077856
2009	NON TRAWL	OR	30	0.331590852
2009	NON TRAWL	OR	32	0.792088043
2009	NON TRAWL	OR	34	0.747074331
2009	NON TRAWL	OR	36	0.268129915
2009	NON TRAWL	OR	38	0.367271567
2009	NON TRAWL	OR	40	0.847321644
2009	NON TRAWL	OR	42	0.733947333
2009	NON TRAWL	OR	44	0.299480095
2009	NON TRAWL	OR	46	0.468782008
2009	NON TRAWL	OR	48	0.485325282
2009	NON TRAWL	OR	50	0.708894014
2009	NON TRAWL	OR	52	0.372348963
2009	NON TRAWL	OR	54	0.085969167
2009	NON TRAWL	OR	56	0.392213478
2009	NON TRAWL	OR	58	0.387224563
2009	NON TRAWL	OR	60	0.548180799
2009	NON TRAWL	OR	62	0.249649764
2009	NON TRAWL	OR	64	0.096139864
2009	NON TRAWL	OR	66	0.951044531
2010	NON TRAWL	OR	12	0.017446199
2010	NON TRAWL	OR	14	0.079247542
2010	NON TRAWL	OR	16	0.899145404
2010	NON TRAWL	OR	18	0.21769314
2010	NON TRAWL	OR	20	0.020155867
2010	NON TRAWL	OR	22	0.94782372
2010	NON TRAWL	OR	24	0.082718959
2010	NON TRAWL	OR	26	0.826732667
2010	NON TRAWL	OR	28	0.90272199
2010	NON TRAWL	OR	30	0.632127271
2010	NON TRAWL	OR	32	0.476971497
2010	NON TRAWL	OR	34	0.427549834
2010	NON TRAWL	OR	36	0.220097414
2010	NON TRAWL	OR	38	0.807046925
2010	NON TRAWL	OR	40	0.55968783
2010	NON TRAWL	OR	42	0.629667272
2010	NON TRAWL	OR	44	0.702138206
2010	NON TRAWL	OR	46	0.642851841
2010	NON TRAWL	OR	48	0.443548036
2010	NON TRAWL	OR	50	0.808401305
2010	NON TRAWL	OR	52	0.972418588
2010	NON TRAWL	OR	54	0.252154892
2010	NON TRAWL	OR	56	0.049803873
2010	NON TRAWL	OR	58	0.046043
2010	NON TRAWL	OR	60	0.311717527
2010	NON TRAWL	OR	62	0.429539187
2010	NON TRAWL	OR	64	0.654416438
2010	NON TRAWL	OR	66	0.650604132
2012	NON TRAWL	OR	12	0.365205287
2012	NON TRAWL	OR	14	0.853657847
2012	NON TRAWL	OR	16	0.805718997
2012	NON TRAWL	OR	18	0.015172822
2012	NON TRAWL	OR	20	0.000930551
2012	NON TRAWL	OR	22	0.876135008
2012	NON TRAWL	OR	24	0.610837878
2012	NON TRAWL	OR	26	0.516740268
2012	NON TRAWL	OR	28	0.871369763
2012	NON TRAWL	OR	30	0.525200824
2012	NON TRAWL	OR	32	0.413358343
2012	NON TRAWL	OR	34	0.380468069
2012	NON TRAWL	OR	36	0.1580265
2012	NON TRAWL	OR	38	0.126733655
2012	NON TRAWL	OR	40	0.77338957
2012	NON TRAWL	OR	42	0.15197933
2012	NON TRAWL	OR	44	0.800816948
2012	NON TRAWL	OR	46	0.743028968
2012	NON TRAWL	OR	48	0.461438115
2012	NON TRAWL	OR	50	0.167464468
2012	NON TRAWL	OR	52	0.320594265
2012	NON TRAWL	OR	54	0.287930625
2012	NON TRAWL	OR	56	0.185872158
2012	NON TRAWL	OR	58	0.44649322
2012	NON TRAWL	OR	60	0.096397544
2012	NON TRAWL	OR	62	0.532496657
2012	NON TRAWL	OR	64	0.704476257
2012	NON TRAWL	OR	66	0.316734726
2013	NON TRAWL	OR	12	0.848836552
2013	NON TRAWL	OR	14	0.989400153
2013	NON TRAWL	OR	16	0.975577139
2013	NON TRAWL	OR	18	0.619466555
2013	NON TRAWL	OR	20	0.894362949
2013	NON TRAWL	OR	22	0.782388685
2013	NON TRAWL	OR	24	0.836600448
2013	NON TRAWL	OR	26	0.016847249
2013	NON TRAWL	OR	28	0.768855568
2013	NON TRAWL	OR	30	0.039782447
2013	NON TRAWL	OR	32	0.53700927
2013	NON TRAWL	OR	34	0.864884174
2013	NON TRAWL	OR	36	0.46242626
2013	NON TRAWL	OR	38	0.907724815
2013	NON TRAWL	OR	40	0.309372188
2013	NON TRAWL	OR	42	0.982619483
2013	NON TRAWL	OR	44	0.443114502
2013	NON TRAWL	OR	46	0.849987467
2013	NON TRAWL	OR	48	0.490043519
2013	NON TRAWL	OR	50	0.601939874
2013	NON TRAWL	OR	52	0.646272185
2013	NON TRAWL	OR	54	0.197786236
2013	NON TRAWL	OR	56	0.42459302
2013	NON TRAWL	OR	58	0.384610705
2013	NON TRAWL	OR	60	0.572786868
2013	NON TRAWL	OR	62	0.418553377
2013	NON TRAWL	OR	64	0.737333716
2013	NON TRAWL	OR	66	0.098673499
2011	TRAWL	OR	12	0.187734176
2011	TRAWL	OR	14	0.28277269
2011	TRAWL	OR	16	0.142093354
2011	TRAWL	OR	18	0.140977799
2011	TRAWL	OR	20	0.386434187
2011	TRAWL	OR	22	0.024982663
2011	TRAWL	OR	24	0.791348307
2011	TRAWL	OR	26	0.947812378
2011	TRAWL	OR	28	0.689390597
2011	TRAWL	OR	30	0.841045799
2011	TRAWL	OR	32	0.729803564
2011	TRAWL	OR	34	0.526894788
2011	TRAWL	OR	36	0.954410928
2011	TRAWL	OR	38	0.401232283
2011	TRAWL	OR	40	0.13249578
2011	TRAWL	OR	42	0.27351596
2011	TRAWL	OR	44	0.647207311
2011	TRAWL	OR	46	0.875573386
2011	TRAWL	OR	48	0.332126454
2011	TRAWL	OR	50	0.629695033
2011	TRAWL	OR	52	0.817176633
2011	TRAWL	OR	54	0.208595128
2011	TRAWL	OR	56	0.115344989
2011	TRAWL	OR	58	0.231589678
2011	TRAWL	OR	60	0.191477754
2011	TRAWL	OR	62	0.715422251
2011	TRAWL	OR	64	0.79211042
2011	TRAWL	OR	66	0.583543364
2004	TRAWL	OR	12	0.590233621
2004	TRAWL	OR	14	0.639746373
2004	TRAWL	OR	16	0.537052693
2004	TRAWL	OR	18	0.743592722
2004	TRAWL	OR	20	0.961188696
2004	TRAWL	OR	22	0.435403049
2004	TRAWL	OR	24	0.451244501
2004	TRAWL	OR	26	0.611118533
2004	TRAWL	OR	28	0.189099427
2004	TRAWL	OR	30	0.099929666
2004	TRAWL	OR	32	0.533851308
2004	TRAWL	OR	34	0.946335449
2004	TRAWL	OR	36	0.656944348
2004	TRAWL	OR	38	0.333275388
2004	TRAWL	OR	40	0.572706321
2004	TRAWL	OR	42	0.455126884
2004	TRAWL	OR	44	0.657847613
2004	TRAWL	OR	46	0.10595642
2004	TRAWL	OR	48	0.055924711
2004	TRAWL	OR	50	0.847891462
2004	TRAWL	OR	52	0.725875132
2004	TRAWL	OR	54	0.72130359
2004	TRAWL	OR	56	0.671862022
2004	TRAWL	OR	58	0.051974428
2004	TRAWL	OR	60	0.264096706
2004	TRAWL	OR	62	0.724553831
2004	TRAWL	OR	64	0.320113377
2004	TRAWL	OR	66	0.75670799
2005	TRAWL	OR	12	0.188429112
2005	TRAWL	OR	14	0.142391887
2005	TRAWL	OR	16	0.971394218
2005	TRAWL	OR	18	0.576134172
2005	TRAWL	OR	20	0.497771523
2005	TRAWL	OR	22	0.630705987
2005	TRAWL	OR	24	0.679137131
2005	TRAWL	OR	26	0.929832821
2005	TRAWL	OR	28	0.430668862
2005	TRAWL	OR	30	0.316802472
2005	TRAWL	OR	32	0.714468696
2005	TRAWL	OR	34	0.792114522
2005	TRAWL	OR	36	0.221843673
2005	TRAWL	OR	38	0.782139885
2005	TRAWL	OR	40	0.108542732
2005	TRAWL	OR	42	0.056977021
2005	TRAWL	OR	44	0.171485567
2005	TRAWL	OR	46	0.522612998
2005	TRAWL	OR	48	0.476115014
2005	TRAWL	OR	50	0.844870009
2005	TRAWL	OR	52	0.298711
2005	TRAWL	OR	54	0.23591233
2005	TRAWL	OR	56	0.556850575
2005	TRAWL	OR	58	0.926615845
2005	TRAWL	OR	60	0.754132952
2005	TRAWL	OR	62	0.315175645
2005	TRAWL	OR	64	0.477173134
2005	TRAWL	OR	66	0.218474695
2006	TRAWL	OR	12	0.413084433
2006	TRAWL	OR	14	0.447198712
2006	TRAWL	OR	16	0.861812137
2006	TRAWL	OR	18	0.462899445
2006	TRAWL	OR	20	0.395134996
2006	TRAWL	OR	22	0.261589091
2006	TRAWL	OR	24	0.899588422
2006	TRAWL	OR	26	0.116705985
2006	TRAWL	OR	28	0.630582133
2006	TRAWL	OR	30	0.685948483
2006	TRAWL	OR	32	0.294948761
2006	TRAWL	OR	34	0.918179297
2006	TRAWL	OR	36	0.125047223
2006	TRAWL	OR	38	0.047037759
2006	TRAWL	OR	40	0.023857697
2006	TRAWL	OR	42	0.430258745
2006	TRAWL	OR	44	0.755343959
2006	TRAWL	OR	46	0.903103894
2006	TRAWL	OR	48	0.995990404
2006	TRAWL	OR	50	0.39216742
2006	TRAWL	OR	52	0.663798557
2006	TRAWL	OR	54	0.303121716
2006	TRAWL	OR	56	0.921713589
2006	TRAWL	OR	58	0.875814435
2006	TRAWL	OR	60	0.145135711
2006	TRAWL	OR	62	0.397146986
2006	TRAWL	OR	64	0.898479238
2006	TRAWL	OR	66	0.646409573
2007	TRAWL	OR	12	0.024911911
2007	TRAWL	OR	14	0.970109948
2007	TRAWL	OR	16	0.81248922
2007	TRAWL	OR	18	0.75180427
2007	TRAWL	OR	20	0.049497377
2007	TRAWL	OR	22	0.417640188
2007	TRAWL	OR	24	0.462924895
2007	TRAWL	OR	26	0.244879835
2007	TRAWL	OR	28	0.489944859
2007	TRAWL	OR	30	0.482170901
2007	TRAWL	OR	32	0.084126552
2007	TRAWL	OR	34	0.142072111
2007	TRAWL	OR	36	0.477409084
2007	TRAWL	OR	38	0.446822073
2007	TRAWL	OR	40	0.497811384
2007	TRAWL	OR	42	0.610586945
2007	TRAWL	OR	44	0.887062627
2007	TRAWL	OR	46	0.571279479
2007	TRAWL	OR	48	0.695646485
2007	TRAWL	OR	50	0.162136742
2007	TRAWL	OR	52	0.956596155
2007	TRAWL	OR	54	0.406199659
2007	TRAWL	OR	56	0.535658558
2007	TRAWL	OR	58	0.582187247
2007	TRAWL	OR	60	0.080542831
2007	TRAWL	OR	62	0.153185726
2007	TRAWL	OR	64	0.853077138
2007	TRAWL	OR	66	0.405372152
2008	TRAWL	OR	12	0.120101777
2008	TRAWL	OR	14	0.206488679
2008	TRAWL	OR	16	0.20538006
2008	TRAWL	OR	18	0.492134244
2008	TRAWL	OR	20	0.671140765
2008	TRAWL	OR	22	0.811502111
2008	TRAWL	OR	24	0.643973242
2008	TRAWL	OR	26	0.744188097
2008	TRAWL	OR	28	0.306151586
2008	TRAWL	OR	30	0.483190231
2008	TRAWL	OR	32	0.382614821
2008	TRAWL	OR	34	0.534419695
2008	TRAWL	OR	36	0.121616283
2008	TRAWL	OR	38	0.866527588
2008	TRAWL	OR	40	0.152504607
2008	TRAWL	OR	42	0.154775662
2008	TRAWL	OR	44	0.038224823
2008	TRAWL	OR	46	0.984941548
2008	TRAWL	OR	48	0.657552641
2008	TRAWL	OR	50	0.890724729
2008	TRAWL	OR	52	0.010921636
2008	TRAWL	OR	54	0.227257791
2008	TRAWL	OR	56	0.374615876
2008	TRAWL	OR	58	0.520308862
2008	TRAWL	OR	60	0.943634007
2008	TRAWL	OR	62	0.752906058
2008	TRAWL	OR	64	0.047878829
2008	TRAWL	OR	66	0.516724182
2009	TRAWL	OR	12	0.703410971
2009	TRAWL	OR	14	0.053912131
2009	TRAWL	OR	16	0.615385413
2009	TRAWL	OR	18	0.247192922
2009	TRAWL	OR	20	0.809879668
2009	TRAWL	OR	22	0.885689667
2009	TRAWL	OR	24	0.927262465
2009	TRAWL	OR	26	0.466164709
2009	TRAWL	OR	28	0.129722269
2009	TRAWL	OR	30	0.794064056
2009	TRAWL	OR	32	0.279580239
2009	TRAWL	OR	34	0.621201082
2009	TRAWL	OR	36	0.309168643
2009	TRAWL	OR	38	0.366095786
2009	TRAWL	OR	40	0.163311789
2009	TRAWL	OR	42	0.844636813
2009	TRAWL	OR	44	0.970444089
2009	TRAWL	OR	46	0.122944053
2009	TRAWL	OR	48	0.925981688
2009	TRAWL	OR	50	0.175935521
2009	TRAWL	OR	52	0.819455433
2009	TRAWL	OR	54	0.991384879
2009	TRAWL	OR	56	0.44474495
2009	TRAWL	OR	58	0.197083392
2009	TRAWL	OR	60	0.642758702
2009	TRAWL	OR	62	0.141695111
2009	TRAWL	OR	64	0.171475442
2009	TRAWL	OR	66	0.067430423
2012	TRAWL	OR	12	0.753919033
2012	TRAWL	OR	14	0.167434773
2012	TRAWL	OR	16	0.729720934
2012	TRAWL	OR	18	0.763325111
2012	TRAWL	OR	20	0.249599238
2012	TRAWL	OR	22	0.979069383
2012	TRAWL	OR	24	0.367213554
2012	TRAWL	OR	26	0.621298298
2012	TRAWL	OR	28	0.28560361
2012	TRAWL	OR	30	0.507087414
2012	TRAWL	OR	32	0.498972542
2012	TRAWL	OR	34	0.571886783
2012	TRAWL	OR	36	0.067312505
2012	TRAWL	OR	38	0.916932413
2012	TRAWL	OR	40	0.482205128
2012	TRAWL	OR	42	0.854704879
2012	TRAWL	OR	44	0.592719201
2012	TRAWL	OR	46	0.22714901
2012	TRAWL	OR	48	0.905925282
2012	TRAWL	OR	50	0.636390982
2012	TRAWL	OR	52	0.75927673
2012	TRAWL	OR	54	0.679361531
2012	TRAWL	OR	56	0.271717965
2012	TRAWL	OR	58	0.964533867
2012	TRAWL	OR	60	0.96087235
2012	TRAWL	OR	62	0.86476348
2012	TRAWL	OR	64	0.963831051
2012	TRAWL	OR	66	0.225555847
2011	NON TRAWL	WA	12	0.33135814
2011	NON TRAWL	WA	14	0.926926115
2011	NON TRAWL	WA	16	0.674062983
2011	NON TRAWL	WA	18	0.134222695
2011	NON TRAWL	WA	20	0.543057754
2011	NON TRAWL	WA	22	0.234618795
2011	NON TRAWL	WA	24	0.930749574
2011	NON TRAWL	WA	26	0.288128376
2011	NON TRAWL	WA	28	0.76507432
2011	NON TRAWL	WA	30	0.940736582
2011	NON TRAWL	WA	32	0.594745052
2011	NON TRAWL	WA	34	0.43846887
2011	NON TRAWL	WA	36	0.065548099
2011	NON TRAWL	WA	38	0.079191517
2011	NON TRAWL	WA	40	0.942992619
2011	NON TRAWL	WA	42	0.744385586
2011	NON TRAWL	WA	44	0.979122717
2011	NON TRAWL	WA	46	0.785585246
2011	NON TRAWL	WA	48	0.907574882
2011	NON TRAWL	WA	50	0.331241629
2011	NON TRAWL	WA	52	0.805063308
2011	NON TRAWL	WA	54	0.279725029
2011	NON TRAWL	WA	56	0.164767266
2011	NON TRAWL	WA	58	0.436491152
2011	NON TRAWL	WA	60	0.93658737
2011	NON TRAWL	WA	62	0.852981213
2011	NON TRAWL	WA	64	0.922540641
2011	NON TRAWL	WA	66	0.243170572
2004	NON TRAWL	WA	12	0.637213503
2004	NON TRAWL	WA	14	0.543904392
2004	NON TRAWL	WA	16	0.981145384
2004	NON TRAWL	WA	18	0.122355288
2004	NON TRAWL	WA	20	0.296984574
2004	NON TRAWL	WA	22	0.588532124
2004	NON TRAWL	WA	24	0.117842187
2004	NON TRAWL	WA	26	0.562758886
2004	NON TRAWL	WA	28	0.090094299
2004	NON TRAWL	WA	30	0.334595497
2004	NON TRAWL	WA	32	0.530949232
2004	NON TRAWL	WA	34	0.277615908
2004	NON TRAWL	WA	36	0.406894742
2004	NON TRAWL	WA	38	0.257168277
2004	NON TRAWL	WA	40	0.879726282
2004	NON TRAWL	WA	42	0.235140736
2004	NON TRAWL	WA	44	0.938050766
2004	NON TRAWL	WA	46	0.606042847
2004	NON TRAWL	WA	48	0.504817929
2004	NON TRAWL	WA	50	0.088304531
2004	NON TRAWL	WA	52	0.914069456
2004	NON TRAWL	WA	54	0.066007557
2004	NON TRAWL	WA	56	0.036298415
2004	NON TRAWL	WA	58	0.208906756
2004	NON TRAWL	WA	60	0.281883692
2004	NON TRAWL	WA	62	0.890662413
2004	NON TRAWL	WA	64	0.953130113
2004	NON TRAWL	WA	66	0.80190159
2005	NON TRAWL	WA	12	0.54430168
2005	NON TRAWL	WA	14	0.363710212
2005	NON TRAWL	WA	16	0.658340547
2005	NON TRAWL	WA	18	0.1136059
2005	NON TRAWL	WA	20	0.502565042
2005	NON TRAWL	WA	22	0.272568645
2005	NON TRAWL	WA	24	0.25821623
2005	NON TRAWL	WA	26	0.151987875
2005	NON TRAWL	WA	28	0.859787396
2005	NON TRAWL	WA	30	0.582781344
2005	NON TRAWL	WA	32	0.458782221
2005	NON TRAWL	WA	34	0.565316315
2005	NON TRAWL	WA	36	0.720202226
2005	NON TRAWL	WA	38	0.234523368
2005	NON TRAWL	WA	40	0.585314571
2005	NON TRAWL	WA	42	0.506483277
2005	NON TRAWL	WA	44	0.87935339
2005	NON TRAWL	WA	46	0.098961791
2005	NON TRAWL	WA	48	0.417788957
2005	NON TRAWL	WA	50	0.730290805
2005	NON TRAWL	WA	52	0.572411759
2005	NON TRAWL	WA	54	0.782533818
2005	NON TRAWL	WA	56	0.713384854
2005	NON TRAWL	WA	58	0.152550378
2005	NON TRAWL	WA	60	0.341175793
2005	NON TRAWL	WA	62	0.482979167
2005	NON TRAWL	WA	64	0.768427
2005	NON TRAWL	WA	66	0.610235688
2006	NON TRAWL	OR	12	0.808818025
2006	NON TRAWL	WA	12	0.220033412
2006	NON TRAWL	OR	14	0.004898568
2006	NON TRAWL	WA	14	0.461796374
2006	NON TRAWL	OR	16	0.946319349
2006	NON TRAWL	WA	16	0.563700678
2006	NON TRAWL	OR	18	0.814463917
2006	NON TRAWL	WA	18	0.551977582
2006	NON TRAWL	OR	20	0.667697394
2006	NON TRAWL	WA	20	0.262599673
2006	NON TRAWL	OR	22	0.59038964
2006	NON TRAWL	WA	22	0.324209792
2006	NON TRAWL	OR	24	0.386302284
2006	NON TRAWL	WA	24	0.177174326
2006	NON TRAWL	OR	26	0.540913498
2006	NON TRAWL	WA	26	0.466202958
2006	NON TRAWL	OR	28	0.517212323
2006	NON TRAWL	WA	28	0.589956336
2006	NON TRAWL	OR	30	0.372465236
2006	NON TRAWL	WA	30	0.335144248
2006	NON TRAWL	OR	32	0.733444472
2006	NON TRAWL	WA	32	0.555940436
2006	NON TRAWL	OR	34	0.760623354
2006	NON TRAWL	WA	34	0.467218173
2006	NON TRAWL	OR	36	0.038970513
2006	NON TRAWL	WA	36	0.787993547
2006	NON TRAWL	OR	38	0.311365018
2006	NON TRAWL	WA	38	0.890909815
2006	NON TRAWL	OR	40	0.553673236
2006	NON TRAWL	WA	40	0.523515835
2006	NON TRAWL	OR	42	0.004401151
2006	NON TRAWL	WA	42	0.997472941
2006	NON TRAWL	OR	44	0.607310549
2006	NON TRAWL	WA	44	0.483018373
2006	NON TRAWL	OR	46	0.645354339
2006	NON TRAWL	WA	46	0.877792324
2006	NON TRAWL	OR	48	0.133644206
2006	NON TRAWL	WA	48	0.655396577
2006	NON TRAWL	OR	50	0.704791172
2006	NON TRAWL	WA	50	0.495704313
2006	NON TRAWL	OR	52	0.010528713
2006	NON TRAWL	WA	52	0.320385815
2006	NON TRAWL	OR	54	0.225506844
2006	NON TRAWL	WA	54	0.7091691
2006	NON TRAWL	OR	56	0.355131293
2006	NON TRAWL	WA	56	0.068050322
2006	NON TRAWL	OR	58	0.976163873
2006	NON TRAWL	WA	58	0.934422122
2006	NON TRAWL	OR	60	0.035321537
2006	NON TRAWL	WA	60	0.2666839
2006	NON TRAWL	OR	62	0.520237006
2006	NON TRAWL	WA	62	0.914333771
2006	NON TRAWL	OR	64	0.393596769
2006	NON TRAWL	WA	64	0.523505313
2006	NON TRAWL	OR	66	0.496518138
2006	NON TRAWL	WA	66	0.445674623
2007	NON TRAWL	WA	12	0.468041097
2007	NON TRAWL	WA	14	0.037913871
2007	NON TRAWL	WA	16	0.581640107
2007	NON TRAWL	WA	18	0.039300166
2007	NON TRAWL	WA	20	0.984384842
2007	NON TRAWL	WA	22	0.970577394
2007	NON TRAWL	WA	24	0.637420065
2007	NON TRAWL	WA	26	0.649234729
2007	NON TRAWL	WA	28	0.933885194
2007	NON TRAWL	WA	30	0.948302945
2007	NON TRAWL	WA	32	0.840870642
2007	NON TRAWL	WA	34	0.285333392
2007	NON TRAWL	WA	36	0.366561592
2007	NON TRAWL	WA	38	0.846284078
2007	NON TRAWL	WA	40	0.892626203
2007	NON TRAWL	WA	42	0.509473997
2007	NON TRAWL	WA	44	0.194611791
2007	NON TRAWL	WA	46	0.963046637
2007	NON TRAWL	WA	48	0.678825684
2007	NON TRAWL	WA	50	0.496777432
2007	NON TRAWL	WA	52	0.519748246
2007	NON TRAWL	WA	54	0.221786359
2007	NON TRAWL	WA	56	0.912968478
2007	NON TRAWL	WA	58	0.932898298
2007	NON TRAWL	WA	60	0.991653251
2007	NON TRAWL	WA	62	0.51259885
2007	NON TRAWL	WA	64	0.136004489
2007	NON TRAWL	WA	66	0.357422555
2008	NON TRAWL	OR	12	0.171346113
2008	NON TRAWL	WA	12	0.426305485
2008	NON TRAWL	OR	14	0.806754228
2008	NON TRAWL	WA	14	0.451347969
2008	NON TRAWL	OR	16	0.048318981
2008	NON TRAWL	WA	16	0.787670656
2008	NON TRAWL	OR	18	0.555716251
2008	NON TRAWL	WA	18	0.982664357
2008	NON TRAWL	OR	20	0.82136078
2008	NON TRAWL	WA	20	0.885520011
2008	NON TRAWL	OR	22	0.068682209
2008	NON TRAWL	WA	22	0.638302907
2008	NON TRAWL	OR	24	0.751343415
2008	NON TRAWL	WA	24	0.50281233
2008	NON TRAWL	OR	26	0.083445188
2008	NON TRAWL	WA	26	0.464812694
2008	NON TRAWL	OR	28	0.428738976
2008	NON TRAWL	WA	28	0.065037034
2008	NON TRAWL	OR	30	0.804582989
2008	NON TRAWL	WA	30	0.989158439
2008	NON TRAWL	OR	32	0.814956221
2008	NON TRAWL	WA	32	0.502389667
2008	NON TRAWL	OR	34	0.942564844
2008	NON TRAWL	WA	34	0.604916902
2008	NON TRAWL	OR	36	0.35393743
2008	NON TRAWL	WA	36	0.683580849
2008	NON TRAWL	OR	38	0.169299727
2008	NON TRAWL	WA	38	0.421145868
2008	NON TRAWL	OR	40	0.227566689
2008	NON TRAWL	WA	40	0.541254526
2008	NON TRAWL	OR	42	0.907001798
2008	NON TRAWL	WA	42	0.5663176
2008	NON TRAWL	OR	44	0.838972859
2008	NON TRAWL	WA	44	0.840732642
2008	NON TRAWL	OR	46	0.61632415
2008	NON TRAWL	WA	46	0.308810367
2008	NON TRAWL	OR	48	0.253607862
2008	NON TRAWL	WA	48	0.149352536
2008	NON TRAWL	OR	50	0.085672466
2008	NON TRAWL	WA	50	0.623597586
2008	NON TRAWL	OR	52	0.475764964
2008	NON TRAWL	WA	52	0.004097606
2008	NON TRAWL	OR	54	0.106361163
2008	NON TRAWL	WA	54	0.95804449
2008	NON TRAWL	OR	56	0.495526524
2008	NON TRAWL	WA	56	0.556457234
2008	NON TRAWL	OR	58	0.30679905
2008	NON TRAWL	WA	58	0.419477514
2008	NON TRAWL	OR	60	0.383316729
2008	NON TRAWL	WA	60	0.275377115
2008	NON TRAWL	OR	62	0.583839875
2008	NON TRAWL	WA	62	0.808102619
2008	NON TRAWL	OR	64	0.362272038
2008	NON TRAWL	WA	64	0.772365489
2008	NON TRAWL	OR	66	0.624081971
2008	NON TRAWL	WA	66	0.568805131
2013	NON TRAWL	WA	12	0.358762839
2013	NON TRAWL	WA	14	0.360982619
2013	NON TRAWL	WA	16	0.143018457
2013	NON TRAWL	WA	18	0.791555826
2013	NON TRAWL	WA	20	0.427254864
2013	NON TRAWL	WA	22	0.919435661
2013	NON TRAWL	WA	24	0.573155556
2013	NON TRAWL	WA	26	0.441161733
2013	NON TRAWL	WA	28	0.334347701
2013	NON TRAWL	WA	30	0.008571496
2013	NON TRAWL	WA	32	0.45344802
2013	NON TRAWL	WA	34	0.359095652
2013	NON TRAWL	WA	36	0.33221369
2013	NON TRAWL	WA	38	0.798381294
2013	NON TRAWL	WA	40	0.298516779
2013	NON TRAWL	WA	42	0.529048664
2013	NON TRAWL	WA	44	0.276882219
2013	NON TRAWL	WA	46	0.175758866
2013	NON TRAWL	WA	48	0.949989479
2013	NON TRAWL	WA	50	0.141005601
2013	NON TRAWL	WA	52	0.838279996
2013	NON TRAWL	WA	54	0.099221313
2013	NON TRAWL	WA	56	0.539763158
2013	NON TRAWL	WA	58	0.953932669
2013	NON TRAWL	WA	60	0.082672315
2013	NON TRAWL	WA	62	0.950166309
2013	NON TRAWL	WA	64	0.681605006
2013	NON TRAWL	WA	66	0.176486706
2011	TRAWL	OR	12	0.387887763
2011	TRAWL	WA	12	0.533392209
2011	TRAWL	OR	14	0.981060428
2011	TRAWL	WA	14	0.139405326
2011	TRAWL	OR	16	0.788477601
2011	TRAWL	WA	16	0.743561135
2011	TRAWL	OR	18	0.965594956
2011	TRAWL	WA	18	0.435156217
2011	TRAWL	OR	20	0.422587693
2011	TRAWL	WA	20	0.906064334
2011	TRAWL	OR	22	0.731099169
2011	TRAWL	WA	22	0.68881762
2011	TRAWL	OR	24	0.066655853
2011	TRAWL	WA	24	0.732023241
2011	TRAWL	OR	26	0.129078101
2011	TRAWL	WA	26	0.271360943
2011	TRAWL	OR	28	0.696230358
2011	TRAWL	WA	28	0.742143286
2011	TRAWL	OR	30	0.064068426
2011	TRAWL	WA	30	0.544456188
2011	TRAWL	OR	32	0.035201034
2011	TRAWL	WA	32	0.70490838
2011	TRAWL	OR	34	0.60234327
2011	TRAWL	WA	34	0.588896309
2011	TRAWL	OR	36	0.08737897
2011	TRAWL	WA	36	0.401665952
2011	TRAWL	OR	38	0.928392209
2011	TRAWL	WA	38	0.43084139
2011	TRAWL	OR	40	0.191614123
2011	TRAWL	WA	40	0.591638161
2011	TRAWL	OR	42	0.996441455
2011	TRAWL	WA	42	0.596361621
2011	TRAWL	OR	44	0.945162409
2011	TRAWL	WA	44	0.175163426
2011	TRAWL	OR	46	0.935427126
2011	TRAWL	WA	46	0.794434181
2011	TRAWL	OR	48	0.21371906
2011	TRAWL	WA	48	0.06769003
2011	TRAWL	OR	50	0.200679793
2011	TRAWL	WA	50	0.790237038
2011	TRAWL	OR	52	0.406264862
2011	TRAWL	WA	52	0.701267278
2011	TRAWL	OR	54	0.220973158
2011	TRAWL	WA	54	0.624018513
2011	TRAWL	OR	56	0.708201262
2011	TRAWL	WA	56	0.469734702
2011	TRAWL	OR	58	0.887523529
2011	TRAWL	WA	58	0.624110532
2011	TRAWL	OR	60	0.983961094
2011	TRAWL	WA	60	0.26025378
2011	TRAWL	OR	62	0.479878457
2011	TRAWL	WA	62	0.263583943
2011	TRAWL	OR	64	0.138324308
2011	TRAWL	WA	64	0.009725948
